passages,query,question,query_type,reasoning,answer_passage,answer,messages
"['Lily is a lion.', 'Greg is a swan.', 'Greg is green.', 'Brian is a rhino.', 'Brian is white.', 'Bernhard is a swan.', 'Bernhard is green.', 'Lily is gray.', 'Julius is a lion.']","Answer the question based on the context:
Lily is a lion.
Greg is a swan.
Greg is green.
Brian is a rhino.
Brian is white.
Bernhard is a swan.
Bernhard is green.
Lily is gray.
Julius is a lion.
Question: What color is Julius? Only return the answer.
",What color is Julius?,basic-induction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-induction.
","['Lily is a lion.', 'Lily is gray.', 'Julius is a lion.']",gray,"[{'content': 'Answer the question based on the context:\nLily is a lion.\nGreg is a swan.\nGreg is green.\nBrian is a rhino.\nBrian is white.\nBernhard is a swan.\nBernhard is green.\nLily is gray.\nJulius is a lion.\nQuestion: What color is Julius? Only return the answer.\n', 'role': 'user'}, {'content': 'gray', 'role': 'assistant'}]"
"['Mary grabbed the football there.', 'Sandra took the milk there.', 'Mary dropped the football.', 'Sandra left the milk.', 'Mary went back to the hallway.', 'Sandra picked up the apple there.', 'John went to the garden.', 'Daniel went back to the garden.', 'Sandra grabbed the milk there.', 'Mary moved to the garden.', 'Sandra discarded the milk.', 'Sandra put down the apple.', 'Sandra journeyed to the bedroom.', 'Sandra journeyed to the garden.', 'Mary went to the hallway.', 'Daniel moved to the kitchen.', 'Mary moved to the garden.', 'Mary journeyed to the hallway.', 'Daniel journeyed to the garden.', 'Sandra travelled to the bedroom.', 'John went back to the office.', 'Mary journeyed to the office.', 'Sandra travelled to the bathroom.', 'Daniel went to the hallway.', 'John took the football there.', 'Sandra moved to the hallway.', 'Sandra moved to the bathroom.', 'Sandra moved to the kitchen.', 'John journeyed to the garden.', 'Mary went to the bathroom.', 'Mary grabbed the apple there.', 'Daniel journeyed to the bedroom.', 'Mary travelled to the garden.', 'Sandra went to the office.']","Answer the question based on the context:
Mary grabbed the football there.
Sandra took the milk there.
Mary dropped the football.
Sandra left the milk.
Mary went back to the hallway.
Sandra picked up the apple there.
John went to the garden.
Daniel went back to the garden.
Sandra grabbed the milk there.
Mary moved to the garden.
Sandra discarded the milk.
Sandra put down the apple.
Sandra journeyed to the bedroom.
Sandra journeyed to the garden.
Mary went to the hallway.
Daniel moved to the kitchen.
Mary moved to the garden.
Mary journeyed to the hallway.
Daniel journeyed to the garden.
Sandra travelled to the bedroom.
John went back to the office.
Mary journeyed to the office.
Sandra travelled to the bathroom.
Daniel went to the hallway.
John took the football there.
Sandra moved to the hallway.
Sandra moved to the bathroom.
Sandra moved to the kitchen.
John journeyed to the garden.
Mary went to the bathroom.
Mary grabbed the apple there.
Daniel journeyed to the bedroom.
Mary travelled to the garden.
Sandra went to the office.
Question: Where is the apple? Only return the answer.
",Where is the apple?,two-supporting-facts,"The category of the question represents what is being asked in that question. The category of the question asked is: two-supporting-facts.
","['Mary grabbed the apple there.', 'Mary travelled to the garden.']",garden,"[{'content': 'Answer the question based on the context:\nMary grabbed the football there.\nSandra took the milk there.\nMary dropped the football.\nSandra left the milk.\nMary went back to the hallway.\nSandra picked up the apple there.\nJohn went to the garden.\nDaniel went back to the garden.\nSandra grabbed the milk there.\nMary moved to the garden.\nSandra discarded the milk.\nSandra put down the apple.\nSandra journeyed to the bedroom.\nSandra journeyed to the garden.\nMary went to the hallway.\nDaniel moved to the kitchen.\nMary moved to the garden.\nMary journeyed to the hallway.\nDaniel journeyed to the garden.\nSandra travelled to the bedroom.\nJohn went back to the office.\nMary journeyed to the office.\nSandra travelled to the bathroom.\nDaniel went to the hallway.\nJohn took the football there.\nSandra moved to the hallway.\nSandra moved to the bathroom.\nSandra moved to the kitchen.\nJohn journeyed to the garden.\nMary went to the bathroom.\nMary grabbed the apple there.\nDaniel journeyed to the bedroom.\nMary travelled to the garden.\nSandra went to the office.\nQuestion: Where is the apple? Only return the answer.\n', 'role': 'user'}, {'content': 'garden', 'role': 'assistant'}]"
"['John went to the kitchen.', 'John moved to the office.', 'John got the milk there.', 'John dropped the milk.']","Answer the question based on the context:
John went to the kitchen.
John moved to the office.
John got the milk there.
John dropped the milk.
Question: How many objects is John carrying? Only return the answer.
",How many objects is John carrying?,counting,"The category of the question represents what is being asked in that question. The category of the question asked is: counting.
","['John got the milk there.', 'John dropped the milk.']",none,"[{'content': 'Answer the question based on the context:\nJohn went to the kitchen.\nJohn moved to the office.\nJohn got the milk there.\nJohn dropped the milk.\nQuestion: How many objects is John carrying? Only return the answer.\n', 'role': 'user'}, {'content': 'none', 'role': 'assistant'}]"
"['Wolves are afraid of mice.', 'Cats are afraid of wolves.', 'Winona is a wolf.', 'Emily is a wolf.', 'Sheep are afraid of wolves.', 'Mice are afraid of wolves.', 'Jessica is a mouse.', 'Gertrude is a cat.']","Answer the question based on the context:
Wolves are afraid of mice.
Cats are afraid of wolves.
Winona is a wolf.
Emily is a wolf.
Sheep are afraid of wolves.
Mice are afraid of wolves.
Jessica is a mouse.
Gertrude is a cat.
Question: What is jessica afraid of? Only return the answer.
",What is jessica afraid of?,basic-deduction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-deduction.
","['Mice are afraid of wolves.', 'Jessica is a mouse.']",wolf,"[{'content': 'Answer the question based on the context:\nWolves are afraid of mice.\nCats are afraid of wolves.\nWinona is a wolf.\nEmily is a wolf.\nSheep are afraid of wolves.\nMice are afraid of wolves.\nJessica is a mouse.\nGertrude is a cat.\nQuestion: What is jessica afraid of? Only return the answer.\n', 'role': 'user'}, {'content': 'wolf', 'role': 'assistant'}]"
"['Mary got the apple there.', 'Mary handed the apple to Sandra.']","Answer the question based on the context:
Mary got the apple there.
Mary handed the apple to Sandra.
Question: How many objects is Mary carrying? Only return the answer.
",How many objects is Mary carrying?,counting,"The category of the question represents what is being asked in that question. The category of the question asked is: counting.
","['Mary got the apple there.', 'Mary handed the apple to Sandra.']",none,"[{'content': 'Answer the question based on the context:\nMary got the apple there.\nMary handed the apple to Sandra.\nQuestion: How many objects is Mary carrying? Only return the answer.\n', 'role': 'user'}, {'content': 'none', 'role': 'assistant'}]"
"['Sheep are afraid of wolves.', 'Mice are afraid of wolves.', 'Winona is a mouse.', 'Jessica is a mouse.', 'Cats are afraid of sheep.', 'Gertrude is a cat.', 'Emily is a cat.', 'Wolves are afraid of sheep.']","Answer the question based on the context:
Sheep are afraid of wolves.
Mice are afraid of wolves.
Winona is a mouse.
Jessica is a mouse.
Cats are afraid of sheep.
Gertrude is a cat.
Emily is a cat.
Wolves are afraid of sheep.
Question: What is gertrude afraid of? Only return the answer.
",What is gertrude afraid of?,basic-deduction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-deduction.
","['Cats are afraid of sheep.', 'Gertrude is a cat.']",sheep,"[{'content': 'Answer the question based on the context:\nSheep are afraid of wolves.\nMice are afraid of wolves.\nWinona is a mouse.\nJessica is a mouse.\nCats are afraid of sheep.\nGertrude is a cat.\nEmily is a cat.\nWolves are afraid of sheep.\nQuestion: What is gertrude afraid of? Only return the answer.\n', 'role': 'user'}, {'content': 'sheep', 'role': 'assistant'}]"
"['Greg is a swan.', 'Greg is yellow.', 'Brian is a lion.', 'Julius is a frog.', 'Bernhard is a lion.', 'Julius is gray.', 'Bernhard is green.', 'Lily is a frog.', 'Lily is gray.']","Answer the question based on the context:
Greg is a swan.
Greg is yellow.
Brian is a lion.
Julius is a frog.
Bernhard is a lion.
Julius is gray.
Bernhard is green.
Lily is a frog.
Lily is gray.
Question: What color is Brian? Only return the answer.
",What color is Brian?,basic-induction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-induction.
","['Brian is a lion.', 'Bernhard is a lion.', 'Bernhard is green.']",green,"[{'content': 'Answer the question based on the context:\nGreg is a swan.\nGreg is yellow.\nBrian is a lion.\nJulius is a frog.\nBernhard is a lion.\nJulius is gray.\nBernhard is green.\nLily is a frog.\nLily is gray.\nQuestion: What color is Brian? Only return the answer.\n', 'role': 'user'}, {'content': 'green', 'role': 'assistant'}]"
"['Yesterday Julie moved to the bedroom.', 'Yesterday Mary journeyed to the kitchen.', 'Bill travelled to the school this morning.', 'Bill went to the office yesterday.']","Answer the question based on the context:
Yesterday Julie moved to the bedroom.
Yesterday Mary journeyed to the kitchen.
Bill travelled to the school this morning.
Bill went to the office yesterday.
Question: Where was Bill before the school? Only return the answer.
",Where was Bill before the school?,time-reasoning,"The category of the question represents what is being asked in that question. The category of the question asked is: time-reasoning.
","['Bill travelled to the school this morning.', 'Bill went to the office yesterday.']",office,"[{'content': 'Answer the question based on the context:\nYesterday Julie moved to the bedroom.\nYesterday Mary journeyed to the kitchen.\nBill travelled to the school this morning.\nBill went to the office yesterday.\nQuestion: Where was Bill before the school? Only return the answer.\n', 'role': 'user'}, {'content': 'office', 'role': 'assistant'}]"
"['The red square is below the blue square.', 'The blue square is below the pink rectangle.']","Answer the question based on the context:
The red square is below the blue square.
The blue square is below the pink rectangle.
Question: Is the red square to the left of the pink rectangle? Only return the answer.
",Is the red square to the left of the pink rectangle?,positional-reasoning,"The category of the question represents what is being asked in that question. The category of the question asked is: positional-reasoning.
","['The red square is below the blue square.', 'The blue square is below the pink rectangle.']",no,"[{'content': 'Answer the question based on the context:\nThe red square is below the blue square.\nThe blue square is below the pink rectangle.\nQuestion: Is the red square to the left of the pink rectangle? Only return the answer.\n', 'role': 'user'}, {'content': 'no', 'role': 'assistant'}]"
"['The kitchen is east of the hallway.', 'The bedroom is east of the kitchen.']","Answer the question based on the context:
The kitchen is east of the hallway.
The bedroom is east of the kitchen.
Question: What is the kitchen west of? Only return the answer.
",What is the kitchen west of?,two-arg-relations,"The category of the question represents what is being asked in that question. The category of the question asked is: two-arg-relations.
",['The bedroom is east of the kitchen.'],bedroom,"[{'content': 'Answer the question based on the context:\nThe kitchen is east of the hallway.\nThe bedroom is east of the kitchen.\nQuestion: What is the kitchen west of? Only return the answer.\n', 'role': 'user'}, {'content': 'bedroom', 'role': 'assistant'}]"
"['The office is west of the garden.', 'The office is east of the kitchen.']","Answer the question based on the context:
The office is west of the garden.
The office is east of the kitchen.
Question: What is the garden east of? Only return the answer.
",What is the garden east of?,two-arg-relations,"The category of the question represents what is being asked in that question. The category of the question asked is: two-arg-relations.
",['The office is west of the garden.'],office,"[{'content': 'Answer the question based on the context:\nThe office is west of the garden.\nThe office is east of the kitchen.\nQuestion: What is the garden east of? Only return the answer.\n', 'role': 'user'}, {'content': 'office', 'role': 'assistant'}]"
"['Greg is a swan.', 'Greg is white.', 'Brian is a frog.', 'Bernhard is a lion.', 'Lily is a rhino.', 'Bernhard is yellow.', 'Brian is green.', 'Julius is a swan.', 'Lily is green.']","Answer the question based on the context:
Greg is a swan.
Greg is white.
Brian is a frog.
Bernhard is a lion.
Lily is a rhino.
Bernhard is yellow.
Brian is green.
Julius is a swan.
Lily is green.
Question: What color is Julius? Only return the answer.
",What color is Julius?,basic-induction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-induction.
","['Greg is a swan.', 'Greg is white.', 'Julius is a swan.']",white,"[{'content': 'Answer the question based on the context:\nGreg is a swan.\nGreg is white.\nBrian is a frog.\nBernhard is a lion.\nLily is a rhino.\nBernhard is yellow.\nBrian is green.\nJulius is a swan.\nLily is green.\nQuestion: What color is Julius? Only return the answer.\n', 'role': 'user'}, {'content': 'white', 'role': 'assistant'}]"
"['The bedroom is east of the garden.', 'The office is east of the bedroom.']","Answer the question based on the context:
The bedroom is east of the garden.
The office is east of the bedroom.
Question: What is the bedroom west of? Only return the answer.
",What is the bedroom west of?,two-arg-relations,"The category of the question represents what is being asked in that question. The category of the question asked is: two-arg-relations.
",['The office is east of the bedroom.'],office,"[{'content': 'Answer the question based on the context:\nThe bedroom is east of the garden.\nThe office is east of the bedroom.\nQuestion: What is the bedroom west of? Only return the answer.\n', 'role': 'user'}, {'content': 'office', 'role': 'assistant'}]"
"['Mary picked up the milk there.', 'Mary put down the milk.']","Answer the question based on the context:
Mary picked up the milk there.
Mary put down the milk.
Question: What is Mary carrying? Only return the answer.
",What is Mary carrying?,lists-sets,"The category of the question represents what is being asked in that question. The category of the question asked is: lists-sets.
","['Mary picked up the milk there.', 'Mary put down the milk.']",nothing,"[{'content': 'Answer the question based on the context:\nMary picked up the milk there.\nMary put down the milk.\nQuestion: What is Mary carrying? Only return the answer.\n', 'role': 'user'}, {'content': 'nothing', 'role': 'assistant'}]"
"['Mary went back to the hallway.', 'Daniel went back to the bedroom.']","Answer the question based on the context:
Mary went back to the hallway.
Daniel went back to the bedroom.
Question: Where is Mary? Only return the answer.
",Where is Mary?,single-supporting-fact,"The category of the question represents what is being asked in that question. The category of the question asked is: single-supporting-fact.
",['Mary went back to the hallway.'],hallway,"[{'content': 'Answer the question based on the context:\nMary went back to the hallway.\nDaniel went back to the bedroom.\nQuestion: Where is Mary? Only return the answer.\n', 'role': 'user'}, {'content': 'hallway', 'role': 'assistant'}]"
"['Cats are afraid of sheep.', 'Sheep are afraid of mice.', 'Wolves are afraid of sheep.', 'Gertrude is a cat.', 'Winona is a cat.', 'Emily is a sheep.', 'Jessica is a cat.', 'Mice are afraid of cats.']","Answer the question based on the context:
Cats are afraid of sheep.
Sheep are afraid of mice.
Wolves are afraid of sheep.
Gertrude is a cat.
Winona is a cat.
Emily is a sheep.
Jessica is a cat.
Mice are afraid of cats.
Question: What is winona afraid of? Only return the answer.
",What is winona afraid of?,basic-deduction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-deduction.
","['Cats are afraid of sheep.', 'Winona is a cat.']",sheep,"[{'content': 'Answer the question based on the context:\nCats are afraid of sheep.\nSheep are afraid of mice.\nWolves are afraid of sheep.\nGertrude is a cat.\nWinona is a cat.\nEmily is a sheep.\nJessica is a cat.\nMice are afraid of cats.\nQuestion: What is winona afraid of? Only return the answer.\n', 'role': 'user'}, {'content': 'sheep', 'role': 'assistant'}]"
"['Sandra went back to the bedroom.', 'Mary went back to the hallway.']","Answer the question based on the context:
Sandra went back to the bedroom.
Mary went back to the hallway.
Question: Where is Mary? Only return the answer.
",Where is Mary?,single-supporting-fact,"The category of the question represents what is being asked in that question. The category of the question asked is: single-supporting-fact.
",['Mary went back to the hallway.'],hallway,"[{'content': 'Answer the question based on the context:\nSandra went back to the bedroom.\nMary went back to the hallway.\nQuestion: Where is Mary? Only return the answer.\n', 'role': 'user'}, {'content': 'hallway', 'role': 'assistant'}]"
"['Mary went back to the kitchen this morning.', 'Yesterday Mary went to the park.']","Answer the question based on the context:
Mary went back to the kitchen this morning.
Yesterday Mary went to the park.
Question: Where was Mary before the kitchen? Only return the answer.
",Where was Mary before the kitchen?,time-reasoning,"The category of the question represents what is being asked in that question. The category of the question asked is: time-reasoning.
","['Mary went back to the kitchen this morning.', 'Yesterday Mary went to the park.']",park,"[{'content': 'Answer the question based on the context:\nMary went back to the kitchen this morning.\nYesterday Mary went to the park.\nQuestion: Where was Mary before the kitchen? Only return the answer.\n', 'role': 'user'}, {'content': 'park', 'role': 'assistant'}]"
"['The hallway is west of the bedroom.', 'The bathroom is west of the hallway.']","Answer the question based on the context:
The hallway is west of the bedroom.
The bathroom is west of the hallway.
Question: What is west of the bedroom? Only return the answer.
",What is west of the bedroom?,two-arg-relations,"The category of the question represents what is being asked in that question. The category of the question asked is: two-arg-relations.
",['The hallway is west of the bedroom.'],hallway,"[{'content': 'Answer the question based on the context:\nThe hallway is west of the bedroom.\nThe bathroom is west of the hallway.\nQuestion: What is west of the bedroom? Only return the answer.\n', 'role': 'user'}, {'content': 'hallway', 'role': 'assistant'}]"
"['Lily is a lion.', 'Julius is a swan.', 'Julius is green.', 'Brian is a swan.', 'Brian is white.', 'Bernhard is a rhino.', 'Greg is a lion.', 'Bernhard is green.', 'Greg is gray.']","Answer the question based on the context:
Lily is a lion.
Julius is a swan.
Julius is green.
Brian is a swan.
Brian is white.
Bernhard is a rhino.
Greg is a lion.
Bernhard is green.
Greg is gray.
Question: What color is Lily? Only return the answer.
",What color is Lily?,basic-induction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-induction.
","['Lily is a lion.', 'Greg is a lion.', 'Greg is gray.']",gray,"[{'content': 'Answer the question based on the context:\nLily is a lion.\nJulius is a swan.\nJulius is green.\nBrian is a swan.\nBrian is white.\nBernhard is a rhino.\nGreg is a lion.\nBernhard is green.\nGreg is gray.\nQuestion: What color is Lily? Only return the answer.\n', 'role': 'user'}, {'content': 'gray', 'role': 'assistant'}]"
"['Mary travelled to the hallway.', 'Daniel went to the office.', 'Mary took the football there.', 'Mary moved to the garden.']","Answer the question based on the context:
Mary travelled to the hallway.
Daniel went to the office.
Mary took the football there.
Mary moved to the garden.
Question: What is Mary carrying? Only return the answer.
",What is Mary carrying?,lists-sets,"The category of the question represents what is being asked in that question. The category of the question asked is: lists-sets.
",['Mary took the football there.'],football,"[{'content': 'Answer the question based on the context:\nMary travelled to the hallway.\nDaniel went to the office.\nMary took the football there.\nMary moved to the garden.\nQuestion: What is Mary carrying? Only return the answer.\n', 'role': 'user'}, {'content': 'football', 'role': 'assistant'}]"
"['The garden is south of the kitchen.', 'The office is north of the kitchen.']","Answer the question based on the context:
The garden is south of the kitchen.
The office is north of the kitchen.
Question: What is the kitchen north of? Only return the answer.
",What is the kitchen north of?,two-arg-relations,"The category of the question represents what is being asked in that question. The category of the question asked is: two-arg-relations.
",['The garden is south of the kitchen.'],garden,"[{'content': 'Answer the question based on the context:\nThe garden is south of the kitchen.\nThe office is north of the kitchen.\nQuestion: What is the kitchen north of? Only return the answer.\n', 'role': 'user'}, {'content': 'garden', 'role': 'assistant'}]"
"['Julius is a lion.', 'Lily is a lion.', 'Lily is green.', 'Brian is a rhino.', 'Bernhard is a frog.', 'Julius is green.', 'Bernhard is yellow.', 'Brian is yellow.', 'Greg is a rhino.']","Answer the question based on the context:
Julius is a lion.
Lily is a lion.
Lily is green.
Brian is a rhino.
Bernhard is a frog.
Julius is green.
Bernhard is yellow.
Brian is yellow.
Greg is a rhino.
Question: What color is Greg? Only return the answer.
",What color is Greg?,basic-induction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-induction.
","['Brian is a rhino.', 'Brian is yellow.', 'Greg is a rhino.']",yellow,"[{'content': 'Answer the question based on the context:\nJulius is a lion.\nLily is a lion.\nLily is green.\nBrian is a rhino.\nBernhard is a frog.\nJulius is green.\nBernhard is yellow.\nBrian is yellow.\nGreg is a rhino.\nQuestion: What color is Greg? Only return the answer.\n', 'role': 'user'}, {'content': 'yellow', 'role': 'assistant'}]"
"['The hallway is east of the kitchen.', 'The bathroom is west of the kitchen.']","Answer the question based on the context:
The hallway is east of the kitchen.
The bathroom is west of the kitchen.
Question: What is the kitchen east of? Only return the answer.
",What is the kitchen east of?,two-arg-relations,"The category of the question represents what is being asked in that question. The category of the question asked is: two-arg-relations.
",['The bathroom is west of the kitchen.'],bathroom,"[{'content': 'Answer the question based on the context:\nThe hallway is east of the kitchen.\nThe bathroom is west of the kitchen.\nQuestion: What is the kitchen east of? Only return the answer.\n', 'role': 'user'}, {'content': 'bathroom', 'role': 'assistant'}]"
"['Julius is a swan.', 'Brian is a frog.', 'Julius is gray.', 'Brian is white.', 'Greg is a lion.', 'Greg is white.', 'Lily is a frog.', 'Lily is green.', 'Bernhard is a swan.']","Answer the question based on the context:
Julius is a swan.
Brian is a frog.
Julius is gray.
Brian is white.
Greg is a lion.
Greg is white.
Lily is a frog.
Lily is green.
Bernhard is a swan.
Question: What color is Bernhard? Only return the answer.
",What color is Bernhard?,basic-induction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-induction.
","['Julius is a swan.', 'Julius is gray.', 'Bernhard is a swan.']",gray,"[{'content': 'Answer the question based on the context:\nJulius is a swan.\nBrian is a frog.\nJulius is gray.\nBrian is white.\nGreg is a lion.\nGreg is white.\nLily is a frog.\nLily is green.\nBernhard is a swan.\nQuestion: What color is Bernhard? Only return the answer.\n', 'role': 'user'}, {'content': 'gray', 'role': 'assistant'}]"
"['The chest is bigger than the chocolate.', 'The chocolate fits inside the box.', 'The chest fits inside the container.', 'The container fits inside the suitcase.', 'The box is bigger than the box of chocolates.']","Answer the question based on the context:
The chest is bigger than the chocolate.
The chocolate fits inside the box.
The chest fits inside the container.
The container fits inside the suitcase.
The box is bigger than the box of chocolates.
Question: Does the container fit in the chocolate? Only return the answer.
",Does the container fit in the chocolate?,size-reasoning,"The category of the question represents what is being asked in that question. The category of the question asked is: size-reasoning.
","['The chest is bigger than the chocolate.', 'The chest fits inside the container.']",no,"[{'content': 'Answer the question based on the context:\nThe chest is bigger than the chocolate.\nThe chocolate fits inside the box.\nThe chest fits inside the container.\nThe container fits inside the suitcase.\nThe box is bigger than the box of chocolates.\nQuestion: Does the container fit in the chocolate? Only return the answer.\n', 'role': 'user'}, {'content': 'no', 'role': 'assistant'}]"
"['Daniel moved to the office.', 'Daniel went to the garden.', 'John got the football there.', 'John passed the football to Sandra.']","Answer the question based on the context:
Daniel moved to the office.
Daniel went to the garden.
John got the football there.
John passed the football to Sandra.
Question: How many objects is John carrying? Only return the answer.
",How many objects is John carrying?,counting,"The category of the question represents what is being asked in that question. The category of the question asked is: counting.
","['John got the football there.', 'John passed the football to Sandra.']",none,"[{'content': 'Answer the question based on the context:\nDaniel moved to the office.\nDaniel went to the garden.\nJohn got the football there.\nJohn passed the football to Sandra.\nQuestion: How many objects is John carrying? Only return the answer.\n', 'role': 'user'}, {'content': 'none', 'role': 'assistant'}]"
"['The bedroom is north of the hallway.', 'The office is north of the bedroom.']","Answer the question based on the context:
The bedroom is north of the hallway.
The office is north of the bedroom.
Question: What is north of the bedroom? Only return the answer.
",What is north of the bedroom?,two-arg-relations,"The category of the question represents what is being asked in that question. The category of the question asked is: two-arg-relations.
",['The office is north of the bedroom.'],office,"[{'content': 'Answer the question based on the context:\nThe bedroom is north of the hallway.\nThe office is north of the bedroom.\nQuestion: What is north of the bedroom? Only return the answer.\n', 'role': 'user'}, {'content': 'office', 'role': 'assistant'}]"
"['Mary took the apple there.', 'John travelled to the office.']","Answer the question based on the context:
Mary took the apple there.
John travelled to the office.
Question: How many objects is Mary carrying? Only return the answer.
",How many objects is Mary carrying?,counting,"The category of the question represents what is being asked in that question. The category of the question asked is: counting.
",['Mary took the apple there.'],one,"[{'content': 'Answer the question based on the context:\nMary took the apple there.\nJohn travelled to the office.\nQuestion: How many objects is Mary carrying? Only return the answer.\n', 'role': 'user'}, {'content': 'one', 'role': 'assistant'}]"
"['Mary went back to the bathroom.', 'Mary went back to the garden.', 'Mary went to the office.', 'Mary went to the bedroom.', 'Sandra moved to the garden.', 'Daniel took the football there.', 'Daniel moved to the hallway.', 'Mary went back to the garden.']","Answer the question based on the context:
Mary went back to the bathroom.
Mary went back to the garden.
Mary went to the office.
Mary went to the bedroom.
Sandra moved to the garden.
Daniel took the football there.
Daniel moved to the hallway.
Mary went back to the garden.
Question: Where is the football? Only return the answer.
",Where is the football?,two-supporting-facts,"The category of the question represents what is being asked in that question. The category of the question asked is: two-supporting-facts.
","['Daniel took the football there.', 'Daniel moved to the hallway.']",hallway,"[{'content': 'Answer the question based on the context:\nMary went back to the bathroom.\nMary went back to the garden.\nMary went to the office.\nMary went to the bedroom.\nSandra moved to the garden.\nDaniel took the football there.\nDaniel moved to the hallway.\nMary went back to the garden.\nQuestion: Where is the football? Only return the answer.\n', 'role': 'user'}, {'content': 'hallway', 'role': 'assistant'}]"
"['Daniel and John went back to the bedroom.', 'Mary and Daniel moved to the office.']","Answer the question based on the context:
Daniel and John went back to the bedroom.
Mary and Daniel moved to the office.
Question: Where is Daniel? Only return the answer.
",Where is Daniel?,conjunction,"The category of the question represents what is being asked in that question. The category of the question asked is: conjunction.
",['Mary and Daniel moved to the office.'],office,"[{'content': 'Answer the question based on the context:\nDaniel and John went back to the bedroom.\nMary and Daniel moved to the office.\nQuestion: Where is Daniel? Only return the answer.\n', 'role': 'user'}, {'content': 'office', 'role': 'assistant'}]"
"['Greg is a lion.', 'Lily is a swan.', 'Greg is gray.', 'Bernhard is a frog.', 'Lily is green.', 'Bernhard is yellow.', 'Julius is a frog.', 'Brian is a rhino.', 'Brian is yellow.']","Answer the question based on the context:
Greg is a lion.
Lily is a swan.
Greg is gray.
Bernhard is a frog.
Lily is green.
Bernhard is yellow.
Julius is a frog.
Brian is a rhino.
Brian is yellow.
Question: What color is Julius? Only return the answer.
",What color is Julius?,basic-induction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-induction.
","['Bernhard is a frog.', 'Bernhard is yellow.', 'Julius is a frog.']",yellow,"[{'content': 'Answer the question based on the context:\nGreg is a lion.\nLily is a swan.\nGreg is gray.\nBernhard is a frog.\nLily is green.\nBernhard is yellow.\nJulius is a frog.\nBrian is a rhino.\nBrian is yellow.\nQuestion: What color is Julius? Only return the answer.\n', 'role': 'user'}, {'content': 'yellow', 'role': 'assistant'}]"
"['The hallway is north of the office.', 'The bedroom is north of the hallway.']","Answer the question based on the context:
The hallway is north of the office.
The bedroom is north of the hallway.
Question: What is north of the hallway? Only return the answer.
",What is north of the hallway?,two-arg-relations,"The category of the question represents what is being asked in that question. The category of the question asked is: two-arg-relations.
",['The bedroom is north of the hallway.'],bedroom,"[{'content': 'Answer the question based on the context:\nThe hallway is north of the office.\nThe bedroom is north of the hallway.\nQuestion: What is north of the hallway? Only return the answer.\n', 'role': 'user'}, {'content': 'bedroom', 'role': 'assistant'}]"
"['The office is west of the bedroom.', 'The kitchen is west of the office.']","Answer the question based on the context:
The office is west of the bedroom.
The kitchen is west of the office.
Question: What is the bedroom east of? Only return the answer.
",What is the bedroom east of?,two-arg-relations,"The category of the question represents what is being asked in that question. The category of the question asked is: two-arg-relations.
",['The office is west of the bedroom.'],office,"[{'content': 'Answer the question based on the context:\nThe office is west of the bedroom.\nThe kitchen is west of the office.\nQuestion: What is the bedroom east of? Only return the answer.\n', 'role': 'user'}, {'content': 'office', 'role': 'assistant'}]"
"['Daniel travelled to the bathroom.', 'Sandra took the apple there.', 'Daniel got the milk there.', 'Daniel journeyed to the garden.']","Answer the question based on the context:
Daniel travelled to the bathroom.
Sandra took the apple there.
Daniel got the milk there.
Daniel journeyed to the garden.
Question: Where is the milk? Only return the answer.
",Where is the milk?,two-supporting-facts,"The category of the question represents what is being asked in that question. The category of the question asked is: two-supporting-facts.
","['Daniel got the milk there.', 'Daniel journeyed to the garden.']",garden,"[{'content': 'Answer the question based on the context:\nDaniel travelled to the bathroom.\nSandra took the apple there.\nDaniel got the milk there.\nDaniel journeyed to the garden.\nQuestion: Where is the milk? Only return the answer.\n', 'role': 'user'}, {'content': 'garden', 'role': 'assistant'}]"
"['The bathroom is north of the office.', 'The office is north of the bedroom.']","Answer the question based on the context:
The bathroom is north of the office.
The office is north of the bedroom.
Question: What is the office south of? Only return the answer.
",What is the office south of?,two-arg-relations,"The category of the question represents what is being asked in that question. The category of the question asked is: two-arg-relations.
",['The bathroom is north of the office.'],bathroom,"[{'content': 'Answer the question based on the context:\nThe bathroom is north of the office.\nThe office is north of the bedroom.\nQuestion: What is the office south of? Only return the answer.\n', 'role': 'user'}, {'content': 'bathroom', 'role': 'assistant'}]"
