passages,query,question,query_type,reasoning,answer_passage,answer
"['The office is east of the kitchen.', 'The hallway is east of the office.']","Answer the question based on the context:
The office is east of the kitchen.
The hallway is east of the office.
Question: What is the kitchen west of? Only return the answer.
",What is the kitchen west of?,two-arg-relations,"The category of the question represents what is being asked in that question. The category of the question asked is: two-arg-relations.
",['The office is east of the kitchen.'],office
"['Lily is a lion.', 'Greg is a swan.', 'Lily is gray.', 'Julius is a rhino.', 'Brian is a rhino.', 'Greg is green.', 'Brian is gray.', 'Bernhard is a lion.', 'Bernhard is gray.']","Answer the question based on the context:
Lily is a lion.
Greg is a swan.
Lily is gray.
Julius is a rhino.
Brian is a rhino.
Greg is green.
Brian is gray.
Bernhard is a lion.
Bernhard is gray.
Question: What color is Julius? Only return the answer.
",What color is Julius?,basic-induction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-induction.
","['Julius is a rhino.', 'Brian is a rhino.', 'Brian is gray.']",gray
"['The hallway is west of the bedroom.', 'The bedroom is west of the bathroom.']","Answer the question based on the context:
The hallway is west of the bedroom.
The bedroom is west of the bathroom.
Question: What is the bathroom east of? Only return the answer.
",What is the bathroom east of?,two-arg-relations,"The category of the question represents what is being asked in that question. The category of the question asked is: two-arg-relations.
",['The bedroom is west of the bathroom.'],bedroom
"['Daniel travelled to the bathroom.', 'Mary moved to the garden.', 'John moved to the bathroom.', 'Sandra travelled to the kitchen.', 'Daniel travelled to the kitchen.', 'Daniel took the apple there.']","Answer the question based on the context:
Daniel travelled to the bathroom.
Mary moved to the garden.
John moved to the bathroom.
Sandra travelled to the kitchen.
Daniel travelled to the kitchen.
Daniel took the apple there.
Question: How many objects is Daniel carrying? Only return the answer.
",How many objects is Daniel carrying?,counting,"The category of the question represents what is being asked in that question. The category of the question asked is: counting.
",['Daniel took the apple there.'],one
"['Sandra travelled to the office.', 'Daniel grabbed the apple there.']","Answer the question based on the context:
Sandra travelled to the office.
Daniel grabbed the apple there.
Question: How many objects is Daniel carrying? Only return the answer.
",How many objects is Daniel carrying?,counting,"The category of the question represents what is being asked in that question. The category of the question asked is: counting.
",['Daniel grabbed the apple there.'],one
"['The bathroom is north of the kitchen.', 'The garden is south of the kitchen.']","Answer the question based on the context:
The bathroom is north of the kitchen.
The garden is south of the kitchen.
Question: What is the kitchen south of? Only return the answer.
",What is the kitchen south of?,two-arg-relations,"The category of the question represents what is being asked in that question. The category of the question asked is: two-arg-relations.
",['The bathroom is north of the kitchen.'],bathroom
"['Daniel went to the kitchen.', 'John went to the office.', 'Sandra went back to the bathroom.', 'Mary grabbed the apple there.']","Answer the question based on the context:
Daniel went to the kitchen.
John went to the office.
Sandra went back to the bathroom.
Mary grabbed the apple there.
Question: How many objects is Mary carrying? Only return the answer.
",How many objects is Mary carrying?,counting,"The category of the question represents what is being asked in that question. The category of the question asked is: counting.
",['Mary grabbed the apple there.'],one
"['The kitchen is north of the garden.', 'The office is south of the garden.']","Answer the question based on the context:
The kitchen is north of the garden.
The office is south of the garden.
Question: What is south of the garden? Only return the answer.
",What is south of the garden?,two-arg-relations,"The category of the question represents what is being asked in that question. The category of the question asked is: two-arg-relations.
",['The office is south of the garden.'],office
"['Daniel moved to the garden.', 'Sandra moved to the hallway.']","Answer the question based on the context:
Daniel moved to the garden.
Sandra moved to the hallway.
Question: Where is Sandra? Only return the answer.
",Where is Sandra?,single-supporting-fact,"The category of the question represents what is being asked in that question. The category of the question asked is: single-supporting-fact.
",['Sandra moved to the hallway.'],hallway
"['The office is north of the hallway.', 'The garden is north of the office.']","Answer the question based on the context:
The office is north of the hallway.
The garden is north of the office.
Question: What is the office south of? Only return the answer.
",What is the office south of?,two-arg-relations,"The category of the question represents what is being asked in that question. The category of the question asked is: two-arg-relations.
",['The garden is north of the office.'],garden
"['Bernhard is a rhino.', 'Lily is a lion.', 'Julius is a frog.', 'Brian is a frog.', 'Julius is green.', 'Greg is a lion.', 'Lily is yellow.', 'Brian is green.', 'Bernhard is white.']","Answer the question based on the context:
Bernhard is a rhino.
Lily is a lion.
Julius is a frog.
Brian is a frog.
Julius is green.
Greg is a lion.
Lily is yellow.
Brian is green.
Bernhard is white.
Question: What color is Greg? Only return the answer.
",What color is Greg?,basic-induction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-induction.
","['Lily is a lion.', 'Greg is a lion.', 'Lily is yellow.']",yellow
"['This morning Julie travelled to the office.', 'Yesterday Julie went to the park.']","Answer the question based on the context:
This morning Julie travelled to the office.
Yesterday Julie went to the park.
Question: Where was Julie before the office? Only return the answer.
",Where was Julie before the office?,time-reasoning,"The category of the question represents what is being asked in that question. The category of the question asked is: time-reasoning.
","['This morning Julie travelled to the office.', 'Yesterday Julie went to the park.']",park
"['The bedroom is east of the hallway.', 'The garden is east of the bedroom.']","Answer the question based on the context:
The bedroom is east of the hallway.
The garden is east of the bedroom.
Question: What is the hallway west of? Only return the answer.
",What is the hallway west of?,two-arg-relations,"The category of the question represents what is being asked in that question. The category of the question asked is: two-arg-relations.
",['The bedroom is east of the hallway.'],bedroom
"['The bedroom is north of the bathroom.', 'The garden is south of the bathroom.']","Answer the question based on the context:
The bedroom is north of the bathroom.
The garden is south of the bathroom.
Question: What is south of the bathroom? Only return the answer.
",What is south of the bathroom?,two-arg-relations,"The category of the question represents what is being asked in that question. The category of the question asked is: two-arg-relations.
",['The garden is south of the bathroom.'],garden
"['Bernhard is a frog.', 'Brian is a rhino.', 'Greg is a frog.', 'Julius is a lion.', 'Julius is white.', 'Lily is a lion.', 'Brian is white.', 'Greg is green.', 'Lily is white.']","Answer the question based on the context:
Bernhard is a frog.
Brian is a rhino.
Greg is a frog.
Julius is a lion.
Julius is white.
Lily is a lion.
Brian is white.
Greg is green.
Lily is white.
Question: What color is Bernhard? Only return the answer.
",What color is Bernhard?,basic-induction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-induction.
","['Bernhard is a frog.', 'Greg is a frog.', 'Greg is green.']",green
"['Julius is a swan.', 'Greg is a rhino.', 'Brian is a swan.', 'Greg is gray.', 'Bernhard is a swan.', 'Brian is gray.', 'Lily is a swan.', 'Lily is gray.', 'Julius is gray.']","Answer the question based on the context:
Julius is a swan.
Greg is a rhino.
Brian is a swan.
Greg is gray.
Bernhard is a swan.
Brian is gray.
Lily is a swan.
Lily is gray.
Julius is gray.
Question: What color is Bernhard? Only return the answer.
",What color is Bernhard?,basic-induction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-induction.
","['Bernhard is a swan.', 'Lily is a swan.', 'Lily is gray.']",gray
"['John moved to the hallway.', 'Sandra went to the hallway.']","Answer the question based on the context:
John moved to the hallway.
Sandra went to the hallway.
Question: Where is Sandra? Only return the answer.
",Where is Sandra?,single-supporting-fact,"The category of the question represents what is being asked in that question. The category of the question asked is: single-supporting-fact.
",['Sandra went to the hallway.'],hallway
"['Cats are afraid of wolves.', 'Wolves are afraid of mice.', 'Emily is a wolf.', 'Gertrude is a cat.', 'Mice are afraid of sheep.', 'Jessica is a cat.', 'Sheep are afraid of wolves.', 'Winona is a wolf.']","Answer the question based on the context:
Cats are afraid of wolves.
Wolves are afraid of mice.
Emily is a wolf.
Gertrude is a cat.
Mice are afraid of sheep.
Jessica is a cat.
Sheep are afraid of wolves.
Winona is a wolf.
Question: What is gertrude afraid of? Only return the answer.
",What is gertrude afraid of?,basic-deduction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-deduction.
","['Cats are afraid of wolves.', 'Gertrude is a cat.']",wolf
"['Brian is a lion.', 'Bernhard is a swan.', 'Bernhard is white.', 'Lily is a frog.', 'Lily is white.', 'Brian is gray.', 'Greg is a lion.', 'Greg is white.', 'Julius is a swan.']","Answer the question based on the context:
Brian is a lion.
Bernhard is a swan.
Bernhard is white.
Lily is a frog.
Lily is white.
Brian is gray.
Greg is a lion.
Greg is white.
Julius is a swan.
Question: What color is Julius? Only return the answer.
",What color is Julius?,basic-induction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-induction.
","['Bernhard is a swan.', 'Bernhard is white.', 'Julius is a swan.']",white
"['Mary took the football there.', 'Sandra went to the kitchen.']","Answer the question based on the context:
Mary took the football there.
Sandra went to the kitchen.
Question: How many objects is Mary carrying? Only return the answer.
",How many objects is Mary carrying?,counting,"The category of the question represents what is being asked in that question. The category of the question asked is: counting.
",['Mary took the football there.'],one
"['The garden is west of the kitchen.', 'The hallway is east of the kitchen.']","Answer the question based on the context:
The garden is west of the kitchen.
The hallway is east of the kitchen.
Question: What is west of the kitchen? Only return the answer.
",What is west of the kitchen?,two-arg-relations,"The category of the question represents what is being asked in that question. The category of the question asked is: two-arg-relations.
",['The garden is west of the kitchen.'],garden
"['The bathroom is north of the kitchen.', 'The kitchen is north of the bedroom.']","Answer the question based on the context:
The bathroom is north of the kitchen.
The kitchen is north of the bedroom.
Question: What is north of the kitchen? Only return the answer.
",What is north of the kitchen?,two-arg-relations,"The category of the question represents what is being asked in that question. The category of the question asked is: two-arg-relations.
",['The bathroom is north of the kitchen.'],bathroom
"['Bill went to the school this morning.', 'Bill went back to the cinema yesterday.']","Answer the question based on the context:
Bill went to the school this morning.
Bill went back to the cinema yesterday.
Question: Where was Bill before the school? Only return the answer.
",Where was Bill before the school?,time-reasoning,"The category of the question represents what is being asked in that question. The category of the question asked is: time-reasoning.
","['Bill went to the school this morning.', 'Bill went back to the cinema yesterday.']",cinema
"['The bathroom is south of the bedroom.', 'The kitchen is north of the bedroom.']","Answer the question based on the context:
The bathroom is south of the bedroom.
The kitchen is north of the bedroom.
Question: What is north of the bedroom? Only return the answer.
",What is north of the bedroom?,two-arg-relations,"The category of the question represents what is being asked in that question. The category of the question asked is: two-arg-relations.
",['The kitchen is north of the bedroom.'],kitchen
"['The garden is east of the kitchen.', 'The hallway is east of the garden.']","Answer the question based on the context:
The garden is east of the kitchen.
The hallway is east of the garden.
Question: What is east of the garden? Only return the answer.
",What is east of the garden?,two-arg-relations,"The category of the question represents what is being asked in that question. The category of the question asked is: two-arg-relations.
",['The hallway is east of the garden.'],hallway
"['Bernhard is a frog.', 'Brian is a rhino.', 'Julius is a rhino.', 'Julius is green.', 'Bernhard is gray.', 'Greg is a lion.', 'Lily is a frog.', 'Brian is green.', 'Greg is green.']","Answer the question based on the context:
Bernhard is a frog.
Brian is a rhino.
Julius is a rhino.
Julius is green.
Bernhard is gray.
Greg is a lion.
Lily is a frog.
Brian is green.
Greg is green.
Question: What color is Lily? Only return the answer.
",What color is Lily?,basic-induction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-induction.
","['Bernhard is a frog.', 'Bernhard is gray.', 'Lily is a frog.']",gray
"['Julius is a frog.', 'Julius is green.', 'Bernhard is a rhino.', 'Bernhard is gray.', 'Greg is a rhino.', 'Greg is yellow.', 'Lily is a rhino.', 'Brian is a frog.', 'Lily is green.']","Answer the question based on the context:
Julius is a frog.
Julius is green.
Bernhard is a rhino.
Bernhard is gray.
Greg is a rhino.
Greg is yellow.
Lily is a rhino.
Brian is a frog.
Lily is green.
Question: What color is Brian? Only return the answer.
",What color is Brian?,basic-induction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-induction.
","['Julius is a frog.', 'Julius is green.', 'Brian is a frog.']",green
"['John went to the garden.', 'Mary went to the bedroom.', 'John went to the kitchen.', 'Daniel went back to the kitchen.', 'Daniel grabbed the apple there.', 'John journeyed to the bathroom.']","Answer the question based on the context:
John went to the garden.
Mary went to the bedroom.
John went to the kitchen.
Daniel went back to the kitchen.
Daniel grabbed the apple there.
John journeyed to the bathroom.
Question: What is Daniel carrying? Only return the answer.
",What is Daniel carrying?,lists-sets,"The category of the question represents what is being asked in that question. The category of the question asked is: lists-sets.
",['Daniel grabbed the apple there.'],apple
"['The bathroom is east of the office.', 'The kitchen is west of the office.']","Answer the question based on the context:
The bathroom is east of the office.
The kitchen is west of the office.
Question: What is east of the office? Only return the answer.
",What is east of the office?,two-arg-relations,"The category of the question represents what is being asked in that question. The category of the question asked is: two-arg-relations.
",['The bathroom is east of the office.'],bathroom
"['The bedroom is east of the office.', 'The office is east of the hallway.']","Answer the question based on the context:
The bedroom is east of the office.
The office is east of the hallway.
Question: What is the hallway west of? Only return the answer.
",What is the hallway west of?,two-arg-relations,"The category of the question represents what is being asked in that question. The category of the question asked is: two-arg-relations.
",['The office is east of the hallway.'],office
"['Mice are afraid of cats.', 'Emily is a mouse.', 'Wolves are afraid of mice.', 'Cats are afraid of sheep.', 'Winona is a cat.', 'Sheep are afraid of wolves.', 'Jessica is a mouse.', 'Gertrude is a sheep.']","Answer the question based on the context:
Mice are afraid of cats.
Emily is a mouse.
Wolves are afraid of mice.
Cats are afraid of sheep.
Winona is a cat.
Sheep are afraid of wolves.
Jessica is a mouse.
Gertrude is a sheep.
Question: What is jessica afraid of? Only return the answer.
",What is jessica afraid of?,basic-deduction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-deduction.
","['Mice are afraid of cats.', 'Jessica is a mouse.']",cat
"['The bathroom is south of the garden.', 'The bedroom is north of the garden.']","Answer the question based on the context:
The bathroom is south of the garden.
The bedroom is north of the garden.
Question: What is north of the garden? Only return the answer.
",What is north of the garden?,two-arg-relations,"The category of the question represents what is being asked in that question. The category of the question asked is: two-arg-relations.
",['The bedroom is north of the garden.'],bedroom
"['Sheep are afraid of wolves.', 'Mice are afraid of sheep.', 'Cats are afraid of sheep.', 'Wolves are afraid of sheep.', 'Gertrude is a sheep.', 'Winona is a mouse.', 'Jessica is a sheep.', 'Emily is a cat.']","Answer the question based on the context:
Sheep are afraid of wolves.
Mice are afraid of sheep.
Cats are afraid of sheep.
Wolves are afraid of sheep.
Gertrude is a sheep.
Winona is a mouse.
Jessica is a sheep.
Emily is a cat.
Question: What is gertrude afraid of? Only return the answer.
",What is gertrude afraid of?,basic-deduction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-deduction.
","['Sheep are afraid of wolves.', 'Gertrude is a sheep.']",wolf
"['Greg is a swan.', 'Greg is gray.', 'Bernhard is a rhino.', 'Lily is a swan.', 'Bernhard is yellow.', 'Brian is a rhino.', 'Lily is white.', 'Julius is a lion.', 'Julius is yellow.']","Answer the question based on the context:
Greg is a swan.
Greg is gray.
Bernhard is a rhino.
Lily is a swan.
Bernhard is yellow.
Brian is a rhino.
Lily is white.
Julius is a lion.
Julius is yellow.
Question: What color is Brian? Only return the answer.
",What color is Brian?,basic-induction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-induction.
","['Bernhard is a rhino.', 'Bernhard is yellow.', 'Brian is a rhino.']",yellow
"['Sandra got the apple there.', 'John moved to the bedroom.']","Answer the question based on the context:
Sandra got the apple there.
John moved to the bedroom.
Question: What is Sandra carrying? Only return the answer.
",What is Sandra carrying?,lists-sets,"The category of the question represents what is being asked in that question. The category of the question asked is: lists-sets.
",['Sandra got the apple there.'],apple
"['Sheep are afraid of cats.', 'Cats are afraid of sheep.', 'Jessica is a cat.', 'Gertrude is a cat.', 'Mice are afraid of wolves.', 'Winona is a mouse.', 'Wolves are afraid of mice.', 'Emily is a sheep.']","Answer the question based on the context:
Sheep are afraid of cats.
Cats are afraid of sheep.
Jessica is a cat.
Gertrude is a cat.
Mice are afraid of wolves.
Winona is a mouse.
Wolves are afraid of mice.
Emily is a sheep.
Question: What is winona afraid of? Only return the answer.
",What is winona afraid of?,basic-deduction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-deduction.
","['Mice are afraid of wolves.', 'Winona is a mouse.']",wolf
"['Sandra and Mary moved to the office.', 'Daniel and John travelled to the kitchen.']","Answer the question based on the context:
Sandra and Mary moved to the office.
Daniel and John travelled to the kitchen.
Question: Where is Daniel? Only return the answer.
",Where is Daniel?,conjunction,"The category of the question represents what is being asked in that question. The category of the question asked is: conjunction.
",['Daniel and John travelled to the kitchen.'],kitchen
"['Julius is a swan.', 'Julius is gray.', 'Lily is a rhino.', 'Greg is a rhino.', 'Greg is yellow.', 'Brian is a lion.', 'Brian is white.', 'Lily is yellow.', 'Bernhard is a swan.']","Answer the question based on the context:
Julius is a swan.
Julius is gray.
Lily is a rhino.
Greg is a rhino.
Greg is yellow.
Brian is a lion.
Brian is white.
Lily is yellow.
Bernhard is a swan.
Question: What color is Bernhard? Only return the answer.
",What color is Bernhard?,basic-induction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-induction.
","['Julius is a swan.', 'Julius is gray.', 'Bernhard is a swan.']",gray
"['John went to the bathroom.', 'John went back to the hallway.']","Answer the question based on the context:
John went to the bathroom.
John went back to the hallway.
Question: Where is John? Only return the answer.
",Where is John?,single-supporting-fact,"The category of the question represents what is being asked in that question. The category of the question asked is: single-supporting-fact.
",['John went back to the hallway.'],hallway
"['Sandra went to the garden.', 'Sandra picked up the apple there.', 'Daniel went back to the office.', 'Sandra put down the apple.']","Answer the question based on the context:
Sandra went to the garden.
Sandra picked up the apple there.
Daniel went back to the office.
Sandra put down the apple.
Question: Where is the apple? Only return the answer.
",Where is the apple?,two-supporting-facts,"The category of the question represents what is being asked in that question. The category of the question asked is: two-supporting-facts.
","['Sandra went to the garden.', 'Sandra put down the apple.']",garden
"['Julie travelled to the bedroom yesterday.', 'Fred went to the park yesterday.', 'Bill went back to the cinema yesterday.', 'Bill travelled to the bedroom this morning.']","Answer the question based on the context:
Julie travelled to the bedroom yesterday.
Fred went to the park yesterday.
Bill went back to the cinema yesterday.
Bill travelled to the bedroom this morning.
Question: Where was Bill before the bedroom? Only return the answer.
",Where was Bill before the bedroom?,time-reasoning,"The category of the question represents what is being asked in that question. The category of the question asked is: time-reasoning.
","['Bill went back to the cinema yesterday.', 'Bill travelled to the bedroom this morning.']",cinema
"['Brian is a rhino.', 'Lily is a rhino.', 'Brian is green.', 'Greg is a swan.', 'Bernhard is a frog.', 'Bernhard is white.', 'Greg is yellow.', 'Julius is a frog.', 'Lily is green.']","Answer the question based on the context:
Brian is a rhino.
Lily is a rhino.
Brian is green.
Greg is a swan.
Bernhard is a frog.
Bernhard is white.
Greg is yellow.
Julius is a frog.
Lily is green.
Question: What color is Julius? Only return the answer.
",What color is Julius?,basic-induction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-induction.
","['Bernhard is a frog.', 'Bernhard is white.', 'Julius is a frog.']",white
"['The kitchen is west of the garden.', 'The garden is west of the bedroom.']","Answer the question based on the context:
The kitchen is west of the garden.
The garden is west of the bedroom.
Question: What is west of the garden? Only return the answer.
",What is west of the garden?,two-arg-relations,"The category of the question represents what is being asked in that question. The category of the question asked is: two-arg-relations.
",['The kitchen is west of the garden.'],kitchen
"['Sandra travelled to the bedroom.', 'John moved to the garden.', 'John went back to the hallway.', 'John moved to the bedroom.', 'John picked up the milk there.', 'Mary got the football there.']","Answer the question based on the context:
Sandra travelled to the bedroom.
John moved to the garden.
John went back to the hallway.
John moved to the bedroom.
John picked up the milk there.
Mary got the football there.
Question: How many objects is Mary carrying? Only return the answer.
",How many objects is Mary carrying?,counting,"The category of the question represents what is being asked in that question. The category of the question asked is: counting.
",['Mary got the football there.'],one
"['Julius is a rhino.', 'Julius is gray.', 'Greg is a rhino.', 'Bernhard is a swan.', 'Brian is a frog.', 'Brian is white.', 'Bernhard is yellow.', 'Greg is yellow.', 'Lily is a frog.']","Answer the question based on the context:
Julius is a rhino.
Julius is gray.
Greg is a rhino.
Bernhard is a swan.
Brian is a frog.
Brian is white.
Bernhard is yellow.
Greg is yellow.
Lily is a frog.
Question: What color is Lily? Only return the answer.
",What color is Lily?,basic-induction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-induction.
","['Brian is a frog.', 'Brian is white.', 'Lily is a frog.']",white
"['Julius is a lion.', 'Greg is a rhino.', 'Lily is a frog.', 'Julius is green.', 'Bernhard is a rhino.', 'Bernhard is white.', 'Lily is gray.', 'Greg is white.', 'Brian is a frog.']","Answer the question based on the context:
Julius is a lion.
Greg is a rhino.
Lily is a frog.
Julius is green.
Bernhard is a rhino.
Bernhard is white.
Lily is gray.
Greg is white.
Brian is a frog.
Question: What color is Brian? Only return the answer.
",What color is Brian?,basic-induction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-induction.
","['Lily is a frog.', 'Lily is gray.', 'Brian is a frog.']",gray
"['The garden is east of the bedroom.', 'The garden is west of the bathroom.']","Answer the question based on the context:
The garden is east of the bedroom.
The garden is west of the bathroom.
Question: What is east of the bedroom? Only return the answer.
",What is east of the bedroom?,two-arg-relations,"The category of the question represents what is being asked in that question. The category of the question asked is: two-arg-relations.
",['The garden is east of the bedroom.'],garden
"['Cats are afraid of sheep.', 'Emily is a cat.', 'Sheep are afraid of mice.', 'Wolves are afraid of sheep.', 'Jessica is a wolf.', 'Mice are afraid of sheep.', 'Winona is a mouse.', 'Gertrude is a cat.']","Answer the question based on the context:
Cats are afraid of sheep.
Emily is a cat.
Sheep are afraid of mice.
Wolves are afraid of sheep.
Jessica is a wolf.
Mice are afraid of sheep.
Winona is a mouse.
Gertrude is a cat.
Question: What is emily afraid of? Only return the answer.
",What is emily afraid of?,basic-deduction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-deduction.
","['Cats are afraid of sheep.', 'Emily is a cat.']",sheep
"['Mary journeyed to the bathroom.', 'Mary went back to the kitchen.', 'Mary travelled to the bathroom.', 'Daniel travelled to the bathroom.', 'John went to the bathroom.', 'Mary moved to the kitchen.', 'John took the apple there.', 'John journeyed to the bedroom.']","Answer the question based on the context:
Mary journeyed to the bathroom.
Mary went back to the kitchen.
Mary travelled to the bathroom.
Daniel travelled to the bathroom.
John went to the bathroom.
Mary moved to the kitchen.
John took the apple there.
John journeyed to the bedroom.
Question: What is John carrying? Only return the answer.
",What is John carrying?,lists-sets,"The category of the question represents what is being asked in that question. The category of the question asked is: lists-sets.
",['John took the apple there.'],apple
"['Sandra journeyed to the hallway.', 'John moved to the garden.', 'John moved to the hallway.', 'Mary moved to the bathroom.', 'Daniel journeyed to the garden.', 'Mary journeyed to the bedroom.', 'Mary went to the kitchen.', 'Daniel moved to the hallway.', 'Sandra moved to the bedroom.', 'John went back to the bedroom.', 'John went back to the garden.', 'Daniel went to the bedroom.', 'Mary travelled to the bathroom.', 'John travelled to the hallway.', 'Sandra travelled to the hallway.', 'Daniel went to the office.', 'Sandra travelled to the bedroom.', 'Daniel grabbed the apple there.']","Answer the question based on the context:
Sandra journeyed to the hallway.
John moved to the garden.
John moved to the hallway.
Mary moved to the bathroom.
Daniel journeyed to the garden.
Mary journeyed to the bedroom.
Mary went to the kitchen.
Daniel moved to the hallway.
Sandra moved to the bedroom.
John went back to the bedroom.
John went back to the garden.
Daniel went to the bedroom.
Mary travelled to the bathroom.
John travelled to the hallway.
Sandra travelled to the hallway.
Daniel went to the office.
Sandra travelled to the bedroom.
Daniel grabbed the apple there.
Question: How many objects is Daniel carrying? Only return the answer.
",How many objects is Daniel carrying?,counting,"The category of the question represents what is being asked in that question. The category of the question asked is: counting.
",['Daniel grabbed the apple there.'],one
"['Greg is a frog.', 'Bernhard is a lion.', 'Brian is a frog.', 'Julius is a swan.', 'Julius is gray.', 'Bernhard is gray.', 'Greg is green.', 'Lily is a lion.', 'Lily is gray.']","Answer the question based on the context:
Greg is a frog.
Bernhard is a lion.
Brian is a frog.
Julius is a swan.
Julius is gray.
Bernhard is gray.
Greg is green.
Lily is a lion.
Lily is gray.
Question: What color is Brian? Only return the answer.
",What color is Brian?,basic-induction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-induction.
","['Greg is a frog.', 'Brian is a frog.', 'Greg is green.']",green
"['The garden is east of the office.', 'The bedroom is west of the office.']","Answer the question based on the context:
The garden is east of the office.
The bedroom is west of the office.
Question: What is the office west of? Only return the answer.
",What is the office west of?,two-arg-relations,"The category of the question represents what is being asked in that question. The category of the question asked is: two-arg-relations.
",['The garden is east of the office.'],garden
"['Daniel grabbed the football there.', 'Mary journeyed to the bathroom.']","Answer the question based on the context:
Daniel grabbed the football there.
Mary journeyed to the bathroom.
Question: What is Daniel carrying? Only return the answer.
",What is Daniel carrying?,lists-sets,"The category of the question represents what is being asked in that question. The category of the question asked is: lists-sets.
",['Daniel grabbed the football there.'],football
"['Mary travelled to the bedroom this morning.', 'Mary journeyed to the school yesterday.']","Answer the question based on the context:
Mary travelled to the bedroom this morning.
Mary journeyed to the school yesterday.
Question: Where was Mary before the bedroom? Only return the answer.
",Where was Mary before the bedroom?,time-reasoning,"The category of the question represents what is being asked in that question. The category of the question asked is: time-reasoning.
","['Mary travelled to the bedroom this morning.', 'Mary journeyed to the school yesterday.']",school
"['Julius is a swan.', 'Lily is a frog.', 'Lily is gray.', 'Brian is a swan.', 'Bernhard is a lion.', 'Julius is yellow.', 'Greg is a lion.', 'Brian is yellow.', 'Greg is white.']","Answer the question based on the context:
Julius is a swan.
Lily is a frog.
Lily is gray.
Brian is a swan.
Bernhard is a lion.
Julius is yellow.
Greg is a lion.
Brian is yellow.
Greg is white.
Question: What color is Bernhard? Only return the answer.
",What color is Bernhard?,basic-induction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-induction.
","['Bernhard is a lion.', 'Greg is a lion.', 'Greg is white.']",white
"['John grabbed the apple there.', 'Mary moved to the hallway.']","Answer the question based on the context:
John grabbed the apple there.
Mary moved to the hallway.
Question: How many objects is John carrying? Only return the answer.
",How many objects is John carrying?,counting,"The category of the question represents what is being asked in that question. The category of the question asked is: counting.
",['John grabbed the apple there.'],one
"['This morning Bill moved to the kitchen.', 'Julie journeyed to the school yesterday.', 'Bill moved to the school this afternoon.', 'Bill journeyed to the office yesterday.']","Answer the question based on the context:
This morning Bill moved to the kitchen.
Julie journeyed to the school yesterday.
Bill moved to the school this afternoon.
Bill journeyed to the office yesterday.
Question: Where was Bill before the school? Only return the answer.
",Where was Bill before the school?,time-reasoning,"The category of the question represents what is being asked in that question. The category of the question asked is: time-reasoning.
","['This morning Bill moved to the kitchen.', 'Bill moved to the school this afternoon.']",kitchen
"['Mary went to the bedroom.', 'John journeyed to the bathroom.']","Answer the question based on the context:
Mary went to the bedroom.
John journeyed to the bathroom.
Question: Where is John? Only return the answer.
",Where is John?,single-supporting-fact,"The category of the question represents what is being asked in that question. The category of the question asked is: single-supporting-fact.
",['John journeyed to the bathroom.'],bathroom
"['Julius is a rhino.', 'Greg is a swan.', 'Bernhard is a lion.', 'Greg is green.', 'Lily is a frog.', 'Julius is green.', 'Lily is green.', 'Bernhard is gray.', 'Brian is a lion.']","Answer the question based on the context:
Julius is a rhino.
Greg is a swan.
Bernhard is a lion.
Greg is green.
Lily is a frog.
Julius is green.
Lily is green.
Bernhard is gray.
Brian is a lion.
Question: What color is Brian? Only return the answer.
",What color is Brian?,basic-induction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-induction.
","['Bernhard is a lion.', 'Bernhard is gray.', 'Brian is a lion.']",gray
"['Sandra went back to the office.', 'Mary took the football there.', 'Daniel journeyed to the bedroom.', 'Mary journeyed to the kitchen.']","Answer the question based on the context:
Sandra went back to the office.
Mary took the football there.
Daniel journeyed to the bedroom.
Mary journeyed to the kitchen.
Question: Where is the football? Only return the answer.
",Where is the football?,two-supporting-facts,"The category of the question represents what is being asked in that question. The category of the question asked is: two-supporting-facts.
","['Mary took the football there.', 'Mary journeyed to the kitchen.']",kitchen
"['This morning Julie moved to the bedroom.', 'Julie went to the park yesterday.']","Answer the question based on the context:
This morning Julie moved to the bedroom.
Julie went to the park yesterday.
Question: Where was Julie before the bedroom? Only return the answer.
",Where was Julie before the bedroom?,time-reasoning,"The category of the question represents what is being asked in that question. The category of the question asked is: time-reasoning.
","['This morning Julie moved to the bedroom.', 'Julie went to the park yesterday.']",park
